file,block,n_tokens,speaker,source,translation
dom1Athena_L10.mes,18,5,Athena,<이름:3232>……<485C>,
dom1Athena_L10.mes,19,44,주인공,会えなくても、ひとりぼっちじゃな<6E5C>いよ.アテナなら、俺が今どんな<6E5C>気持ちかわかるはずだ<485C>,
dom1Athena_L10.mes,20,5,Athena,…………<485C>,
dom1Athena_L10.mes,21,37,주인공,夢だったんだろ.東京に行って、<6E5C>アイドルとして思いきりがんばって<6E5C>こいよ<485C>,
dom1Athena_L10.mes,22,33,Athena,<이름:3232>……ありがとう!<6E5C><이름:3232>に会ったら、不安が<6E5C>ふきとんじゃった!<485C>,
dom1Athena_M01.mes,0,7,[효과음/내레이션],♪ピンポ~ン<485C>,
dom1Athena_M01.mes,1,3,주인공,ん?<485C>,
dom1Athena_M01.mes,2,4,[효과음/내레이션],ガチャ<485C>,
dom1Athena_M01.mes,3,22,Athena,おはよう、<이름:3232>!<6E5C>早く行かないと遅刻だよ?<485C>,
dom1Athena_M01.mes,4,25,주인공,……おまえは俺が遅刻しそうなとき<6E5C>に必ず来るなぁ<485C>,
dom1Athena_M01.mes,5,23,Athena,こんな素敵な幼馴染いないわよ?<6E5C>ほら、早く!<485C>,
dom1Athena_M01.mes,6,5,주인공,はいはい<485C>,
dom1Athena_M01.mes,7,8,[효과음/내레이션],タタタタタ……<485C>,
dom1Athena_M01.mes,8,3,Athena,あ!<485C>,
dom1Athena_M01.mes,9,6,주인공,どうした?<485C>,
dom1Athena_M01.mes,10,25,Athena,ほら、あそこに新しいショップが<6E5C>できてるでしょ?<485C>,
dom1Athena_M01.mes,11,3,주인공,ああ<485C>,
dom1Athena_M01.mes,12,26,Athena,可愛い服ばかりなんだって.<6E5C>クラスの子が言ってたわ<485C>,
dom1Athena_M01.mes,13,10,주인공,なんだ、くだらねぇ<485C>,
dom1Athena_M01.mes,14,58,Athena,くだらなくないわよ.<6E5C>わたし、明日は日曜だから<6E5C>見に行こうと思ってるの<485C>昼なら少し時間あるし.<6E5C><이름:3232>も見に行こうよ<485C>,
dom1Athena_M01.mes,15,7,주인공,興味ねぇなぁ<485C>,
dom1Athena_M01.mes,16,28,Athena,<이름:3232>も新しい服買ったら?<6E5C>わたしが見立ててあげるよ!?<485C>,
dom1Athena_M01.mes,17,7,주인공,いらねーよ!<485C>,
dom1Athena_M02.mes,0,7,[효과음/내레이션],♪ピンポ~ン<485C>,
dom1Athena_M02.mes,1,16,주인공,休みなのに、朝っぱらから誰だ?<485C>,
dom1Athena_M02.mes,2,4,[효과음/내레이션],ガチャ<485C>,
dom1Athena_M02.mes,3,7,Athena,おはよう<이름:3232><485C>,
dom1Athena_M02.mes,4,13,주인공,アテナ、いまは学校ねーぞ<485C>,
dom1Athena_M02.mes,5,49,Athena,わかってるよ!<6E5C><이름:3232>、休みになるとちゃんと<6E5C>食事取らなくなるでしょ?<485C>お弁当持ってきたんだ.はい<485C>,
dom1Athena_M02.mes,6,4,주인공,え!?<485C>,
dom1Athena_M02.mes,7,23,Athena,練習スタジオで出されるお弁当なん<6E5C>だけど……<485C>,
dom1Athena_M02.mes,8,20,주인공,アテナ、こんな時間から仕事してる<6E5C>のか<485C>,
dom1Athena_M02.mes,9,40,Athena,うん.<이름:3232>の好きなカニクリーム<6E5C>コロッケも入ってるから、<6E5C>ちゃーんと食べてね?<485C>,
dom1Athena_M02.mes,10,12,주인공,……忙しいのに、悪いな<485C>,
dom1Athena_M02.mes,11,27,Athena,<이름:3232>が栄養失調で倒れたら、<6E5C>おばさんに申し訳ないもの<485C>,
dom1Athena_M02.mes,12,8,주인공,俺は子供かよ!<485C>,
dom1Athena_M02.mes,13,15,Athena,フフ.じゃあスタジオに戻るね<485C>,
dom1Athena_M02.mes,14,9,주인공,ああ、サンキュ!<485C>,
dom1Athena_M03.mes,0,7,[효과음/내레이션],♪ピンポ~ン<485C>,
dom1Athena_M03.mes,1,8,주인공,んー.誰だぁ?<485C>,
dom1Athena_M03.mes,2,4,[효과음/내레이션],ガチャ<485C>,
dom1Athena_M03.mes,3,5,Athena,<이름:3232>……<485C>,
dom1Athena_M03.mes,4,10,주인공,アテナ、どうした?<485C>,
dom1Athena_M03.mes,5,12,Athena,あのね……相談があるの<485C>,
dom1Athena_M03.mes,6,4,주인공,相談?<485C>,
dom1Athena_M03.mes,7,8,Athena,うん、今いい?<485C>,
dom1Athena_M03.mes,8,7,주인공,いいけど……<485C>,
dom1Athena_M03.mes,9,3,Athena,あっ<485C>,
dom1Athena_M03.mes,10,6,[효과음/내레이션],♪。♪。♪<485C>,
dom1Athena_M03.mes,11,14,주인공,ケータイ?仕事じゃないか?<485C>,
dom1Athena_M03.mes,12,25,Athena,うん…….ちょっと待ってね.<6E5C>はい、もしもし……<485C>,
dom1Athena_M03.mes,13,5,[효과음/내레이션],…………<485C>,
dom1Athena_M03.mes,14,41,Athena,……ごめん、<이름:3232>.<6E5C>いまから急いでスタジオに戻らな<6E5C>いといけなくなっちゃった……<485C>,
dom1Athena_M03.mes,15,8,주인공,ああ、わかった<485C>,
dom1Athena_M03.mes,16,24,Athena,明日は部屋にいる?どうしても<6E5C><이름:3232>と話したいの<485C>,
dom1Athena_M03.mes,17,20,주인공,わかった、いるよ.仕事、がんばっ<6E5C>てな<485C>,
dom1Athena_O0727_0.mes,0,30,UNKNOWN_29,<0804><0000><0000><0000><0000><0000><0038><002A><0002>ふう.……ものすごく早く起きて<6E5C>しまった<485C>,
dom1Athena_O0727_0.mes,1,16,주인공,携帯が点滅してる…….留守電?<485C>,
dom1Athena_O0727_0.mes,2,146,Mai,心配かけてごめんね、<이름:3232>君.<6E5C>でも、もう気にしないでほしいの<485C>自分で悩んで、自分で決めたこと<6E5C>だから……<485C>荷物の整理や何やらで、何週間かは<6E5C>そっちのアパートにいれそうです<485C>今度もし顔を合わせるときは、いつ<6E5C>も通りの<이름:3232>君でいてね<485C>私も……私も、いつもの、お隣の<6E5C>お姉さんでいるから.約束よ?<485C>,
dom1Athena_O0727_0.mes,3,105,Yuri,こんばんは、ユリです.こないだは<6E5C>楽しかったね~!<485C>あれから、帰ったらイタリアからお<6E5C>兄ちゃんのお友達が来ててね.月末<6E5C>までは遊ぶ時間、減っちゃうかも<485C>でも、これからも道場には遊びにき<6E5C>てね!おやすみなさ~い<485C>,
dom1Athena_O0727_0.mes,4,122,UNKNOWN_01,<0100><0002><0000><00F4><00E8><0007>キングです.<이름:3131>くん、昨夜の<6E5C>メール、読ませてもらったよ<485C>……私のことは気にしなくていい.<6E5C>君には今、もっと大事なことが<6E5C>あるんだから<485C>昨日みせてくれた気合があれば、何<6E5C>があっても大丈夫だと思うよ.また<6E5C>お店にもおいで.じゃあ……<485C>,
dom1Athena_O0727_0.mes,5,134,Kasumi,藤堂です.先輩!協会からの手紙<6E5C>が来ておりまして、大会は来月に<6E5C>延期することになったそうです<485C>決着が延びてしまうのは口惜しい<6E5C>ですがさらなる鍛錬を積むには<6E5C>絶好の機会ですね<485C>これを機に私もさらなる奥義を<6E5C>会得しようと思うので、月末までは<6E5C>個人練習としましょう.では!<485C>,
dom1Athena_O0727_0.mes,6,94,Jenny,ジェニーよん<040E>……<이름:3232>、<6E5C>ゴメンッ!今度のコンテストは<485C>メンバーの人数制限があるのを<6E5C>忘れてたわん<485C>ちょ~っとスタートは遅れるけど、<6E5C><이름:3232>とのセッションは来月からに<6E5C>するね!じゃ~ね~ん<485C>,
dom1Athena_O0727_0.mes,7,117,UNKNOWN_0a,……おい、<이름:3131>.寝てんのか.<6E5C>せっかくオレ様が電話してやってん<6E5C>のによ…….まあいいや<485C>クーラ、家に戻ってきたらしいぜ.<6E5C>兄貴が、お前は家にいろって言った<6E5C>らしい.<6E5C>早くも一件落着ってわけだな.<6E5C>いちおう報告してやったぜ.<6E5C>じゃあな<485C>,
dom1Athena_O0727_0.mes,8,76,Leona,レオナです.さっきは思わせぶりな<6E5C>態度で……ごめんなさい<485C>父と口<CA16>になってしまって……<6E5C>少し、興奮していたの.<6E5C>もう大丈夫だから、忘れて<485C>それじゃ……<485C>,
dom1Athena_O0727_0.mes,9,3,[효과음/내레이션],ピッ<485C>,
dom1Athena_O0727_0.mes,10,19,주인공,そうか…….<6E5C>これでよかったんだよな<485C>,
dom1Athena_O0727_0.mes,11,30,주인공,じゃあ、あと、俺に残っている<6E5C>問題は……ひとつだけだな……<485C>,
dom1Athena_O0727_0.mes,12,55,주인공,(……アテナ、大丈夫かな.昨日は<6E5C>笑顔で帰っていったけど、<485C>まだ迷ってるんじゃないかな、<6E5C>東京行きのこと……<485C>,
dom1Athena_O0727_0.mes,13,45,주인공,あんな風に弱音を見せたこと、いま<6E5C>までなかったし.あー、俺も感情が<6E5C>読めたらいいのに!)<485C>,
dom1Athena_O0727_0.mes,14,21,주인공,迷っててもしかたない.<6E5C>電話してしまえ!<485C>,
dom1Athena_O0727_0.mes,15,10,[효과음/내레이션],プルルル<020A>プルルル<485C>,
dom1Athena_O0727_0.mes,16,5,[효과음/내레이션],ガチャッ<485C>,
dom1Athena_O0727_0.mes,17,8,Athena,はい、もしもし<485C>,
dom1Athena_O0727_0.mes,18,11,주인공,アテナ?俺だけど……<485C>,
dom1Athena_O0727_0.mes,19,10,Athena,<이름:3232>、どうしたの?<485C>,
dom1Athena_O0727_0.mes,20,17,주인공,いや、アテナのことが気になってさ<485C>,
dom1Athena_O0727_0.mes,21,8,Athena,気になるって?<485C>,
dom1Athena_O0727_0.mes,22,6,주인공,だって昨日<485C>,
dom1Athena_O0727_0.mes,23,35,Athena,ゴメン<이름:3232>、実は突然ライブが<6E5C>決まっちゃって、<6E5C>スッゴク忙しいんだ!<485C>,
dom1Athena_O0727_0.mes,24,22,주인공,ライブって、31日にコンサート<6E5C>だったろ?<485C>,
dom1Athena_O0727_0.mes,25,39,Athena,コンサートにさきがけて、<6E5C>シークレットライブをすることに<6E5C>決まったんだ、明日<485C>,
dom1Athena_O0727_0.mes,26,13,주인공,明日!?ほんとうに急だな<485C>,
dom1Athena_O0727_0.mes,27,13,Athena,<0189><018B><0189><009D>/<019B>でやるんだよ<485C>,
dom1Athena_O0727_0.mes,28,46,주인공,しかも<0189><018B><0189><009D>/<019B>でかよ!地元のあん<6E5C>な小さいライブハウスでって、<6E5C>まさにシークレットだな<485C>,
dom1Athena_O0727_0.mes,29,30,Athena,そのセッティングで、いまスタッフ<6E5C>みんなバタバタしてるんだ<485C>,
dom1Athena_O0727_0.mes,30,21,주인공,そっか…….じゃあ、ジャマしちゃ<6E5C>悪いな<485C>,
dom1Athena_O0727_0.mes,31,14,Athena,ゴメンね!またかけるから!<485C>,
dom1Athena_O0727_0.mes,32,3,[효과음/내레이션],ピッ<485C>,
dom1Athena_O0727_0.mes,33,48,주인공,……なんだよ.昨日はあんなに芸<6E5C>能活動を続けるかどうか悩んでたく<6E5C>せに、すっかりアイドルとして<485C>,
dom1Athena_O0727_0.mes,34,29,주인공,テキパキ働いてるじゃないか.<6E5C>あの涙はなんだったんだ……<485C>,
dom1Athena_O0727_0.mes,35,5,[효과음/내레이션],…………<485C>,
dom1Athena_O0727_0.mes,36,67,주인공,(まぁ、くよくよ悩んでるヒマが<6E5C>あったら行動しちゃうっていうのが<6E5C>、アテナのいいトコだけど……<485C>でも、ちょっとさみしいような……<6E5C>)<485C>,
dom1Athena_O0727_1.mes,0,22,주인공,(まぁ、俺が考え込んでもしかたな<6E5C>いよな)<485C>,
dom1Athena_O0727_1.mes,1,14,UNKNOWN_16,むむ、そこにいるのは<이름:3131>!<485C>,
dom1Athena_O0727_1.mes,2,16,UNKNOWN_17,こんな所でナニしてるでヤンス!<485C>,
dom1Athena_O0727_1.mes,3,57,주인공,おまえらな…….俺が自分ちの<6E5C>近所歩いて何が悪いんだよ<485C>おまえらこそ、そんな大きな<6E5C>花束持ってどこに行くつもりだ<485C>,
dom1Athena_O0727_1.mes,4,23,UNKNOWN_16,もちろん、明日アテナちゃんに捧げ<6E5C>る花束だ!<485C>,
dom1Athena_O0727_1.mes,5,55,UNKNOWN_17,アッシらのために、コンサート前の<6E5C>忙しい時期にライブしてくださるん<6E5C>でヤンス<485C>これぐらい当然の行<1604>でヤンス!<485C>,
dom1Athena_O0727_1.mes,6,27,주인공,アッシ達のためって……明日の<6E5C>シークレットライブが?<485C>,
dom1Athena_O0727_1.mes,7,57,UNKNOWN_16,そうだ.3年A組の全員を、<6E5C>貴重なライブにタダで<6608>待する<6E5C>なんて……<485C>こんなありがたいことが他に<6E5C>あるだろうか!<485C>,
dom1Athena_O0727_1.mes,8,45,UNKNOWN_17,まったく、アテナちゃんは女神<6E5C>そのもの!アッシらにとって<6E5C>はアイドル以上の存在でヤンス!<485C>,
dom1Athena_O0727_1.mes,9,12,UNKNOWN_18,お~い、おい!(号泣)<485C>,
dom1Athena_O0727_1.mes,10,48,주인공,(………….あいつ、明日のライブ<6E5C>でそんなこと…….やっぱり、決意<6E5C>したってことなのかな……)<485C>,
dom1Athena_O0727_2.mes,0,15,주인공,(う…….つい、来ちまった)<485C>,
dom1Athena_O0727_2.mes,1,4,Athena,<이름:3232>!<485C>,
dom1Athena_O0727_2.mes,2,20,주인공,あ、アテナ!……それ、ライブの<6E5C>衣装?<485C>,
dom1Athena_O0727_2.mes,3,28,Athena,そうだけど…….どうしたの?<6E5C>ライブハウスに来るなんて<485C>,
dom1Athena_O0727_2.mes,4,9,주인공,いやぁ、あの……<485C>,
dom1Athena_O0727_2.mes,5,24,UNKNOWN_19,おーい、アテナちゃん!<6E5C>こっち来てくれないか!<485C>,
dom1Athena_O0727_2.mes,6,12,Athena,はーい、いま行きます!<485C>,
dom1Athena_O0727_2.mes,7,14,주인공,忙しそうだな……当たり前か<485C>,
dom1Athena_O0727_2.mes,8,27,Athena,うん.直前に決まっちゃったから.<6E5C>でも<이름:3232>、何か話?<485C>,
dom1Athena_O0727_2.mes,9,9,주인공,話っていうか……<485C>,
dom1Athena_O0727_2.mes,10,17,UNKNOWN_1a,お~い、きみきみ.そらアカンで~<485C>,
dom1Athena_O0727_2.mes,11,10,Athena,あ、マネージャー!<485C>,
dom1Athena_O0727_2.mes,12,47,UNKNOWN_1b,サインも握手も、明日にしてくれへ<6E5C>んか.アテナはきみら一般人とちご<6E5C>て、忙しい身やさかいな~<485C>,
dom1Athena_O0727_2.mes,13,15,주인공,いや、俺ファンじゃなくて……<485C>,
dom1Athena_O0727_2.mes,14,14,Athena,マネージャー、違いますよ!<485C>,
dom1Athena_O0727_2.mes,15,11,UNKNOWN_19,アテナちゃん、早く!<485C>,
dom1Athena_O0727_2.mes,16,20,Athena,はい、すいません!<6E5C>……<이름:3232>、ゴメンね<485C>,
dom1Athena_O0727_2.mes,17,6,주인공,あ、アテナ<485C>,
dom1Athena_O0727_2.mes,18,55,UNKNOWN_1b,あ、そうか、きみ急<CF1E>派遣された<6E5C>ライブスタッフやな!<485C>そら助かるわ.じゃ、さっそく<6E5C>やけど<7410>営してくれるか!<485C>,
dom1Athena_O0727_2.mes,19,4,주인공,えぇ?<485C>,
dom1Athena_O0727_2.mes,20,9,[선택지],手伝うアテナを探す,
dom1Athena_O0727_2.mes,21,28,[선택지],<1818><0001><0000><0038><002C><0002>わ、わかりました.何をしたら<6E5C>いいですか?<485C>,
dom1Athena_O0727_2.mes,22,20,UNKNOWN_1b,せやな、まずは機材を<A116>入して<6E5C>くれんか<485C>,
dom1Athena_O0727_2.mes,23,3,주인공,はい<485C>,
dom1Athena_O0727_2.mes,24,12,UNKNOWN_1b,<A116>入が終わったら<7410>置や<485C>,
dom1Athena_O0727_2.mes,25,3,주인공,はい<485C>,
dom1Athena_O0727_2.mes,26,10,UNKNOWN_1b,次は照明のチェック<485C>,
dom1Athena_O0727_2.mes,27,3,주인공,はい<485C>,
dom1Athena_O0727_2.mes,28,14,UNKNOWN_1b,んで客席づくりや.ええか?<485C>,
dom1Athena_O0727_2.mes,29,4,주인공,はい!<485C>,
dom1Athena_O0727_2.mes,30,31,UNKNOWN_1b,じゃ、ミスのないようにたのむで!<6E5C>ライブは準備が命やからな!<485C>,
dom1Athena_O0727_2.mes,31,20,주인공,(うわ~.えらいことになっち<6E5C>まった)<485C>,
dom1Athena_O0727_2.mes,32,24,UNKNOWN_19,きみ!ボケっとしてないで早く<6E5C>作業してくれよ!<485C>,
dom1Athena_O0727_2.mes,33,6,주인공,は、はい!<485C>,
dom1Athena_O0727_2.mes,34,13,주인공,(えーっと、まずは……)<485C>,
dom1Athena_O0727_2.mes,35,8,[선택지],照明<7410>置<A116>入客席,
dom1Athena_O0727_2.mes,36,15,[선택지],<04DC><0001><0000><0020><0012><FFFF>ガタガタガタ……<485C>,
dom1Athena_O0727_2.mes,37,19,주인공,(……よしっと、<6E5C>次はどれかな……)<485C>,
dom1Athena_O0727_2.mes,38,6,[선택지],<7410>置<A116>入客席,
dom1Athena_O0727_2.mes,39,9,[효과음/내레이션],ガタガタガタ……<485C>,
dom1Athena_O0727_2.mes,40,19,주인공,(……よしっと、<6E5C>次はどれかな……)<485C>,
dom1Athena_O0727_2.mes,41,4,[선택지],<A116>入客席,
dom1Athena_O0727_2.mes,42,9,[효과음/내레이션],ガタガタガタ……<485C>,
dom1Athena_O0727_2.mes,43,19,주인공,(……よしっと、<6E5C>次はどれかな……)<485C>,
dom1Athena_O0727_2.mes,44,2,[선택지],客席,
dom1Athena_O0727_2.mes,45,9,[효과음/내레이션],ガタガタガタ……<485C>,
dom1Athena_O0727_2.mes,46,19,주인공,(……よしっと、<6E5C>次はどれかな……)<485C>,
dom1Athena_O0727_2.mes,47,2,[선택지],<A116>入,
dom1Athena_O0727_2.mes,48,9,[효과음/내레이션],ガタガタガタ……<485C>,
dom1Athena_O0727_2.mes,49,19,주인공,(……よしっと、<6E5C>次はどれかな……)<485C>,
dom1Athena_O0727_2.mes,50,4,[선택지],<7410>置客席,
dom1Athena_O0727_2.mes,51,9,[효과음/내레이션],ガタガタガタ……<485C>,
dom1Athena_O0727_2.mes,52,19,주인공,(……よしっと、<6E5C>次はどれかな……)<485C>,
dom1Athena_O0727_2.mes,53,2,[선택지],客席,
dom1Athena_O0727_2.mes,54,9,[효과음/내레이션],ガタガタガタ……<485C>,
dom1Athena_O0727_2.mes,55,19,주인공,(……よしっと、<6E5C>次はどれかな……)<485C>,
dom1Athena_O0727_2.mes,56,2,[선택지],<7410>置,
dom1Athena_O0727_2.mes,57,9,[효과음/내레이션],ガタガタガタ……<485C>,
